order_id,order_date,customer_id,shipping_method_id,dest_address_id
158,"2020-12-04 09:01:31",91,4,523
159,"2021-03-23 00:02:24",92,4,917
160,"2021-03-31 17:30:20",93,2,610
161,"2022-01-08 22:13:00",94,3,524
162,"2021-07-20 02:32:08",94,1,737
163,"2020-07-27 18:12:00",95,1,540
164,"2021-03-25 12:57:07",96,1,152
165,"2021-07-29 12:15:35",97,2,20
166,"2022-03-12 22:20:17",97,2,160
167,"2021-11-16 04:03:16",97,3,962
168,"2022-03-19 21:57:56",98,2,144
169,"2022-07-14 22:49:41",99,4,712
170,"2022-07-29 22:00:50",100,3,304
171,"2020-06-20 22:46:57",101,2,637
172,"2022-01-26 20:42:44",102,3,107
173,"2020-06-24 22:27:44",103,3,1
174,"2020-10-26 02:20:29",104,4,428
175,"2020-07-21 12:17:58",105,4,443
176,"2021-06-27 22:35:10",105,2,621
177,"2020-08-23 08:24:54",105,2,747
178,"2023-02-28 06:34:42",106,1,349
179,"2021-08-09 03:13:36",106,2,417
180,"2020-05-16 04:04:18",107,4,464
181,"2022-12-16 02:17:31",108,1,885
182,"2020-03-10 08:52:34",109,4,970
183,"2022-04-20 05:59:16",110,4,82
184,"2021-05-08 11:51:18",111,2,891
185,"2020-04-17 05:19:30",112,3,880
186,"2020-09-25 20:27:11",112,4,993
187,"2020-09-03 06:39:17",113,3,397
188,"2021-07-06 16:19:52",113,4,772
189,"2023-01-07 12:22:21",113,2,826
190,"2023-01-31 18:04:04",114,4,258
191,"2022-10-15 17:54:31",115,1,109
192,"2022-07-27 11:37:22",115,3,419
193,"2021-01-20 13:37:39",115,3,637
194,"2021-04-02 12:17:15",116,3,571
195,"2020-08-18 16:47:11",116,3,615
196,"2022-01-18 18:19:25",116,1,986
197,"2021-08-11 07:02:34",116,1,991
198,"2021-06-25 18:52:27",117,1,133
199,"2023-01-07 09:11:36",117,4,642
200,"2020-05-07 06:46:33",118,2,577
201,"2021-10-06 23:58:31",119,3,113
202,"2021-10-04 12:31:10",119,3,653
203,"2020-11-12 00:03:45",120,4,176
204,"2021-12-05 10:29:09",120,2,692
205,"2020-03-14 08:38:21",120,1,935
206,"2022-10-08 23:44:39",121,1,853
207,"2021-03-11 15:21:24",122,2,840
208,"2022-01-17 08:03:02",123,1,344
209,"2022-06-25 16:43:19",123,4,444
210,"2023-02-03 07:14:09",124,2,885
211,"2021-10-01 12:57:08",125,2,587
212,"2020-10-07 14:56:35",125,3,990
213,"2023-02-28 01:19:08",126,4,409
214,"2020-06-23 12:32:30",126,3,784
215,"2022-12-13 12:23:42",127,3,280
216,"2022-02-09 04:36:05",127,3,723
217,"2022-11-05 01:50:33",128,3,197
218,"2020-06-02 19:33:51",128,3,401
219,"2021-09-15 21:06:37",129,3,332
220,"2023-01-02 10:59:19",129,4,794
221,"2021-01-24 20:45:52",130,1,108
222,"2020-07-22 09:36:00",130,4,200
223,"2022-04-18 21:29:29",131,1,856
224,"2020-12-22 11:54:34",132,2,349
225,"2022-03-12 10:49:33",132,3,788
226,"2021-04-02 04:28:42",133,1,848
227,"2022-05-11 13:37:30",133,2,950
228,"2021-11-24 04:32:27",134,2,82
229,"2021-02-28 13:37:24",134,1,139
230,"2020-05-01 03:56:49",135,1,528
231,"2023-02-28 02:21:13",136,3,381
232,"2021-05-30 11:10:08",136,2,428
233,"2022-09-12 00:59:51",136,3,903
234,"2020-11-20 16:24:19",137,4,520
235,"2022-12-07 16:41:39",138,4,109
236,"2021-02-07 03:30:47",138,1,149
237,"2021-11-18 14:28:25",138,4,774
238,"2023-03-05 05:21:03",138,2,988
239,"2022-09-16 21:22:40",139,2,50
240,"2020-04-07 23:59:25",139,2,350
241,"2023-01-06 01:23:08",139,1,465
242,"2022-03-22 04:23:05",140,2,47
243,"2021-05-26 00:48:40",141,1,635
244,"2021-12-03 01:55:11",142,4,207
245,"2021-04-08 07:08:49",142,2,984
246,"2022-02-16 00:29:01",143,1,597
247,"2020-05-06 18:50:27",144,3,18
248,"2020-10-05 19:35:29",144,4,381
249,"2020-09-16 12:38:25",145,3,3
250,"2021-12-15 17:48:58",146,2,218
251,"2022-02-16 10:42:56",146,4,621
252,"2023-03-02 21:13:18",147,3,527
253,"2020-05-16 20:44:36",147,4,636
254,"2020-12-02 13:05:50",148,1,537
255,"2020-06-19 16:07:43",149,2,236
256,"2021-11-27 22:32:35",149,4,563
257,"2020-05-23 21:07:42",150,1,685
258,"2020-08-17 08:31:32",151,4,48
259,"2020-09-17 21:47:58",151,2,583
260,"2020-04-01 03:25:54",151,2,901
261,"2022-08-19 14:58:37",152,3,2
262,"2021-02-17 15:39:04",152,2,968
263,"2022-02-21 20:33:04",153,2,70
264,"2021-11-15 11:34:54",154,2,419
265,"2022-08-25 13:03:41",155,4,175
266,"2021-10-23 01:54:07",156,2,898
267,"2022-11-16 16:33:31",157,3,380
268,"2020-09-18 11:27:57",157,1,610
269,"2021-01-09 22:47:42",157,4,856
270,"2022-05-23 19:53:12",158,3,48
271,"2021-07-25 06:39:43",158,3,268
272,"2020-07-06 21:34:01",159,2,787
273,"2023-01-06 15:47:06",160,1,322
274,"2023-01-13 11:47:05",160,3,392
275,"2021-11-10 11:49:01",160,3,719
276,"2020-05-12 00:25:43",161,3,966
277,"2020-06-09 23:45:52",162,2,874
278,"2020-06-12 17:38:16",163,3,419
279,"2022-11-16 03:12:25",163,4,813
280,"2020-12-13 00:09:53",164,2,331
281,"2022-06-29 00:14:17",165,2,238
282,"2021-02-19 05:00:47",165,3,294
283,"2020-06-30 23:04:45",166,3,300
284,"2020-07-22 11:21:19",166,1,328
285,"2021-06-05 10:00:33",167,1,295
286,"2022-06-12 17:56:53",168,3,99
287,"2021-12-27 12:54:01",168,1,977
288,"2022-02-07 13:32:39",169,2,525
289,"2022-05-31 23:12:31",170,4,487
290,"2021-04-13 09:02:16",171,3,935
291,"2020-12-15 12:48:50",172,1,461
292,"2021-12-19 20:05:36",172,3,526
293,"2023-02-14 04:25:16",172,1,640
294,"2020-12-13 01:07:50",172,1,913
295,"2020-04-10 07:39:49",173,1,344
296,"2020-12-26 17:24:26",174,2,422
297,"2022-08-16 23:44:06",175,1,655
298,"2020-05-07 08:16:20",176,2,136
299,"2022-04-21 17:31:46",177,1,598
300,"2022-12-30 20:34:45",177,3,679
301,"2021-07-23 19:12:37",178,2,702
302,"2020-12-26 13:45:22",179,1,584
303,"2023-01-15 18:26:42",180,2,149
304,"2022-04-02 12:37:18",180,1,637
305,"2021-10-01 03:46:42",181,1,34
306,"2022-04-24 08:09:44",181,1,709
307,"2022-07-07 03:03:07",182,1,82
308,"2021-04-18 10:29:47",182,4,191
309,"2020-04-30 05:56:05",182,4,207
310,"2021-11-27 20:15:52",183,3,220
311,"2021-08-18 21:34:56",184,4,391
312,"2023-02-27 13:39:14",184,2,793
313,"2021-09-04 19:09:18",185,3,969
314,"2021-10-11 03:02:03",186,3,210
315,"2022-01-01 07:13:37",187,2,642
316,"2022-05-20 15:58:32",188,2,156
317,"2021-08-12 00:27:44",188,1,725
318,"2021-07-07 10:58:22",188,1,780
319,"2020-08-10 14:17:40",189,4,780
320,"2022-04-06 06:48:32",190,3,844
321,"2022-11-05 02:41:23",191,3,842
322,"2022-01-14 15:47:53",192,3,35
323,"2022-06-18 13:55:40",193,1,334
324,"2022-10-15 04:24:50",193,1,573
325,"2022-02-21 08:29:16",194,2,399
326,"2021-12-10 03:30:42",194,1,668
327,"2020-12-11 16:18:14",194,1,779
328,"2021-10-30 16:08:27",195,4,456
329,"2020-08-09 17:54:48",196,4,524
330,"2022-05-18 05:03:32",197,1,779
331,"2022-01-18 08:52:17",198,4,842
332,"2020-11-14 04:59:42",199,3,622
333,"2022-06-07 17:02:06",200,3,509
334,"2020-09-26 16:41:02",201,4,391
335,"2022-06-12 21:39:00",202,2,370
336,"2022-03-15 23:09:52",202,2,597
337,"2023-03-08 07:14:45",203,4,343
338,"2022-12-23 03:09:42",203,4,466
339,"2022-04-02 20:49:52",204,4,768
340,"2022-05-08 09:18:31",204,4,810
341,"2021-09-18 15:21:16",204,4,976
342,"2020-10-10 17:55:42",205,2,940
343,"2020-08-22 12:25:19",206,4,997
344,"2020-07-14 04:37:55",207,4,299
345,"2022-09-13 02:10:54",207,3,409
346,"2022-11-03 01:44:15",208,1,184
347,"2020-12-28 15:20:55",208,3,338
348,"2020-08-17 13:57:20",209,2,775
349,"2021-05-01 08:59:22",210,4,652
350,"2022-12-23 23:10:12",211,4,949
351,"2020-12-18 01:17:52",212,3,48
352,"2021-10-27 10:05:56",212,1,898
353,"2020-04-12 14:10:18",213,3,300
354,"2022-04-03 12:20:28",213,3,948
355,"2022-08-29 12:54:26",214,1,663
356,"2021-08-03 16:08:12",214,3,727
357,"2021-08-05 00:24:25",214,4,995
358,"2022-04-20 08:28:14",215,1,437
359,"2020-09-18 15:14:58",216,3,274
360,"2020-03-21 23:28:40",217,4,396
361,"2022-01-31 22:48:06",218,1,926
362,"2022-12-27 07:54:20",219,3,490
363,"2020-05-05 18:57:39",219,4,583
364,"2021-12-17 03:04:34",220,2,15
365,"2022-07-01 09:46:17",220,3,338
366,"2021-02-27 15:56:37",220,2,705
367,"2020-11-17 00:57:18",221,4,178
368,"2021-08-02 20:37:24",221,2,746
369,"2022-08-04 01:13:18",222,4,561
370,"2020-04-09 07:34:26",222,1,792
371,"2021-03-01 14:52:46",223,1,440
372,"2023-01-11 00:31:05",223,1,497
373,"2020-05-26 21:53:55",224,4,741
374,"2022-09-12 05:23:05",224,4,857
375,"2020-12-26 03:11:40",225,1,121
376,"2021-10-10 14:12:16",225,4,861
377,"2022-03-16 03:06:23",226,4,80
378,"2020-03-29 05:09:13",226,3,595
379,"2021-01-22 23:55:49",227,4,88
380,"2021-05-06 02:15:48",227,1,267
381,"2022-04-26 21:36:03",228,4,695
382,"2020-04-19 08:01:14",229,3,736
383,"2021-02-17 07:57:13",230,4,147
384,"2022-02-21 08:54:22",231,1,247
385,"2021-11-09 03:36:07",231,4,441
386,"2022-05-01 14:15:26",232,3,46
387,"2021-12-06 00:26:18",232,1,79
388,"2022-01-09 01:59:11",232,3,658
389,"2021-05-30 11:46:01",233,2,654
390,"2020-12-06 15:39:59",234,4,494
391,"2020-05-06 01:43:53",234,1,881
392,"2022-06-26 13:52:12",235,3,110
393,"2020-06-16 09:55:03",236,4,475
394,"2022-08-28 17:34:21",236,4,759
395,"2022-09-22 06:35:36",237,4,222
396,"2022-03-12 17:05:38",238,4,320
397,"2020-07-07 03:25:01",239,1,398
398,"2020-05-07 09:02:51",239,2,420
399,"2020-04-24 23:07:12",240,3,198
400,"2021-03-01 23:49:32",240,1,913
401,"2022-08-30 06:34:41",241,1,452
402,"2022-06-06 08:31:29",241,4,970
403,"2022-07-16 08:44:20",242,3,176
404,"2020-09-18 19:17:19",242,1,736
405,"2021-01-31 01:48:24",243,2,860
406,"2020-06-26 06:42:00",244,2,116
407,"2020-10-13 17:00:40",245,1,92
408,"2022-11-16 00:53:04",245,1,957
409,"2020-11-29 09:40:24",246,1,920
410,"2021-10-14 09:48:26",247,4,307
411,"2023-01-23 05:14:47",247,3,495
412,"2021-06-11 13:23:10",248,2,673
413,"2021-03-18 17:05:33",249,2,754
414,"2022-05-11 14:15:05",249,1,869
415,"2022-04-03 22:54:58",250,2,164
416,"2021-12-19 21:06:52",250,3,992
417,"2020-06-05 04:54:13",251,3,173
418,"2020-09-23 01:06:39",251,4,862
419,"2022-04-27 02:56:38",252,3,186
420,"2022-11-09 23:54:34",253,4,55
421,"2021-10-11 21:45:18",254,1,288
422,"2020-05-30 08:07:49",255,2,175
423,"2022-02-14 08:39:13",255,2,879
424,"2021-12-22 21:12:58",256,3,422
425,"2021-10-12 15:11:44",257,3,929
426,"2022-05-23 03:44:30",258,1,944
427,"2020-09-24 08:18:16",259,3,267
428,"2022-09-16 06:04:46",260,3,811
429,"2021-03-23 18:44:37",260,2,933
430,"2020-03-28 15:22:59",261,3,221
431,"2020-11-04 05:33:34",261,3,251
432,"2020-03-16 17:09:06",262,4,712
433,"2020-08-30 13:49:01",263,2,359
434,"2023-01-30 14:07:42",264,1,392
435,"2022-12-07 02:03:35",265,3,367
436,"2022-04-28 09:56:58",266,2,470
437,"2021-01-28 04:28:24",267,3,165
438,"2020-11-13 21:25:14",267,1,921
439,"2022-03-05 08:42:09",268,2,708
440,"2021-10-31 22:31:54",269,2,655
441,"2021-08-10 15:45:13",269,3,741
442,"2020-05-24 02:30:22",270,1,327
443,"2020-05-02 03:48:10",270,2,543
444,"2021-02-16 03:40:19",270,3,875
445,"2021-10-06 13:30:44",271,4,412
446,"2020-09-17 09:39:22",272,3,201
447,"2021-12-25 15:49:35",272,2,404
448,"2022-08-15 23:46:06",272,1,983
449,"2020-04-27 23:07:55",273,2,863
450,"2021-11-03 11:33:49",274,4,43
451,"2020-06-02 13:29:29",275,1,560
452,"2021-09-25 10:14:11",275,2,718
453,"2020-07-05 03:02:33",276,3,199
454,"2021-05-23 15:39:01",276,1,466
455,"2022-03-18 07:56:37",277,3,300
456,"2020-10-21 12:02:45",277,2,459
457,"2022-09-29 15:21:09",278,4,111
458,"2021-04-02 17:15:20",278,4,740
459,"2020-06-04 23:39:17",278,2,824
460,"2021-02-26 08:06:42",279,3,288
461,"2021-06-17 15:11:55",279,2,318
462,"2020-09-08 01:44:26",279,1,326
463,"2021-03-26 18:15:09",280,3,116
464,"2020-08-05 21:06:22",280,3,172
465,"2021-07-19 22:42:55",280,4,289
466,"2021-05-30 03:36:32",281,2,301
467,"2022-03-08 10:06:00",281,2,373
468,"2023-02-16 17:23:35",282,4,518
469,"2022-02-22 01:32:24",282,1,794
470,"2021-11-27 18:41:32",283,4,122
471,"2020-04-14 07:15:55",284,2,313
472,"2021-07-27 19:46:51",284,4,371
473,"2021-08-15 00:25:14",285,1,209
474,"2022-12-27 23:55:58",285,4,610
475,"2021-07-26 20:54:40",286,4,723
476,"2021-03-20 15:53:13",287,3,19
477,"2021-05-05 19:37:16",287,4,130
478,"2020-11-27 15:47:21",288,1,48
479,"2020-06-26 05:22:36",288,2,57
480,"2022-05-15 10:01:41",288,1,754
481,"2023-01-01 00:06:44",289,4,388
482,"2021-01-13 09:51:15",289,1,978
483,"2022-12-29 20:11:18",290,3,27
484,"2020-12-06 08:51:48",290,4,764
485,"2021-01-25 12:40:38",291,3,816
486,"2021-04-04 19:04:20",292,3,441
487,"2020-08-17 10:14:48",293,3,838
488,"2021-12-05 01:00:34",294,2,862
489,"2022-04-25 00:55:42",294,3,996
490,"2020-12-13 10:31:41",295,1,345
491,"2021-07-28 01:38:53",295,1,563
492,"2021-08-21 10:32:02",296,4,572
493,"2020-04-26 19:16:49",297,1,728
494,"2021-08-24 09:29:28",298,2,603
495,"2022-09-30 08:46:43",299,3,534
496,"2022-09-21 11:20:43",300,3,468
497,"2021-05-07 18:31:27",301,1,782
498,"2022-06-14 11:49:29",302,3,692
499,"2022-10-14 11:55:21",302,4,875
500,"2022-03-17 02:04:38",302,4,895
501,"2020-03-12 06:08:02",303,3,251
502,"2023-02-26 03:49:11",303,1,692
503,"2022-07-16 19:20:40",304,2,255
504,"2020-03-17 23:08:10",304,4,717
505,"2020-06-14 03:27:25",305,3,571
506,"2022-01-08 03:25:42",306,1,613
507,"2022-09-03 11:59:49",307,3,767
508,"2020-12-14 07:03:28",307,4,857
509,"2021-05-17 04:05:51",308,3,42
510,"2020-11-15 16:18:23",308,3,208
511,"2022-07-31 10:54:53",308,4,778
512,"2020-07-01 14:35:41",309,4,6
513,"2022-08-03 13:02:15",310,3,511
514,"2021-01-14 22:19:45",310,3,723
515,"2020-10-13 20:53:27",311,1,89
516,"2020-11-20 05:55:55",311,1,666
517,"2022-02-15 22:39:35",311,2,788
518,"2020-10-08 19:07:19",312,4,757
519,"2022-10-31 17:20:57",313,4,567
520,"2020-03-27 15:30:32",314,2,168
521,"2021-04-26 20:29:55",314,1,310
522,"2020-04-08 11:51:53",315,2,980
523,"2020-07-26 18:54:44",316,2,438
524,"2020-09-16 14:31:20",317,2,420
525,"2020-09-17 11:40:57",317,2,435
526,"2022-06-24 21:14:28",317,1,663
527,"2023-01-20 12:24:28",318,4,84
528,"2021-01-19 22:33:08",318,1,245
529,"2022-11-08 06:47:28",319,4,532
530,"2021-02-01 00:01:59",320,1,112
531,"2022-04-15 13:28:44",321,2,479
532,"2022-01-10 17:46:28",321,1,882
533,"2021-04-12 02:22:32",322,3,166
534,"2021-05-16 07:08:04",322,4,218
535,"2020-11-24 20:08:45",323,1,930
536,"2023-01-29 08:31:57",324,4,196
537,"2020-09-28 06:46:39",324,1,293
538,"2022-09-20 05:56:59",325,2,5
539,"2021-05-03 06:01:15",325,4,20
540,"2022-03-31 14:49:15",325,1,985
541,"2021-12-31 13:22:36",326,4,926
542,"2021-02-12 02:44:30",327,1,527
543,"2021-07-21 05:40:27",328,2,959
544,"2022-10-14 13:06:18",329,3,214
545,"2021-04-21 07:53:54",330,2,29
546,"2021-01-10 10:05:46",330,3,809
547,"2023-02-13 02:42:35",331,1,687
548,"2020-05-12 10:35:31",331,1,825
549,"2021-02-16 10:49:55",332,1,119
550,"2021-07-11 16:27:07",332,2,640
551,"2022-03-08 01:04:08",333,2,363
552,"2022-01-22 18:12:51",334,2,408
553,"2022-11-08 02:25:22",334,1,617
554,"2021-01-03 04:04:33",335,4,80
555,"2020-10-16 09:36:27",335,1,858
556,"2021-04-23 03:49:51",336,1,7
557,"2021-01-28 12:17:33",337,1,136
558,"2021-01-06 09:03:02",337,1,164
559,"2021-12-13 15:17:58",337,3,986
560,"2022-04-05 19:12:26",338,2,114
561,"2022-09-26 13:12:51",338,3,460
562,"2022-12-28 08:10:23",339,4,637
563,"2020-07-15 14:20:06",340,4,190
564,"2022-08-15 08:46:36",340,1,464
565,"2021-04-23 15:42:54",340,1,903
566,"2022-08-19 05:34:04",341,4,311
567,"2020-07-22 14:19:21",342,3,20
568,"2020-03-21 07:59:27",342,4,654
569,"2020-06-26 00:53:30",343,1,134
570,"2022-07-22 18:59:54",343,3,155
571,"2020-07-25 18:54:49",344,4,26
572,"2021-01-22 22:20:40",344,4,505
573,"2021-06-01 16:17:35",345,1,616
574,"2020-09-14 14:26:33",346,4,332
575,"2021-12-19 09:44:21",347,3,7
576,"2022-05-14 09:01:54",348,2,27
577,"2021-08-08 13:55:20",348,4,465
578,"2021-06-28 17:12:24",348,2,957
579,"2020-03-28 11:35:51",349,4,992
580,"2021-06-11 19:27:52",350,1,846
581,"2022-08-22 03:25:09",351,2,845
582,"2022-06-30 11:45:18",352,1,669
583,"2020-12-30 02:32:41",352,2,822
584,"2020-10-19 16:31:33",353,4,533
585,"2021-07-31 05:03:41",353,2,619
586,"2023-02-24 21:24:12",353,1,639
587,"2021-12-31 03:04:50",354,3,417
588,"2021-12-13 11:52:20",354,4,547
589,"2022-05-29 07:49:10",355,3,28
590,"2022-07-11 19:41:28",355,2,351
591,"2020-09-04 17:43:39",356,2,664
592,"2020-06-18 17:34:23",357,3,3
593,"2021-01-18 08:18:47",358,3,865
594,"2022-02-03 01:45:41",358,2,887
595,"2021-08-23 08:37:13",359,3,621
596,"2021-09-25 05:54:13",360,3,93
597,"2021-06-25 12:33:33",360,1,184
598,"2021-11-23 19:27:48",360,1,206
599,"2023-01-12 18:44:26",361,1,313
600,"2022-11-26 14:52:13",361,2,933
601,"2022-03-20 19:50:38",362,3,321
602,"2022-04-29 05:10:23",363,2,791
603,"2021-07-23 17:39:58",364,2,506
604,"2021-01-15 03:04:16",365,4,604
605,"2021-01-22 21:19:37",365,1,636
606,"2023-02-20 19:32:36",365,2,775
607,"2020-06-15 13:21:14",366,2,785
608,"2022-09-18 07:48:19",367,3,775
609,"2020-10-26 06:05:06",368,4,508
610,"2021-06-15 23:20:23",369,4,600
611,"2020-08-20 06:39:44",369,3,660
612,"2020-04-18 14:29:54",369,2,813
613,"2021-04-01 01:28:36",369,2,882
614,"2021-05-20 19:32:43",370,1,476
615,"2021-05-29 00:02:21",371,3,446
616,"2020-08-09 18:48:37",371,1,802
617,"2020-03-11 23:00:44",372,3,150
618,"2022-07-19 05:54:46",372,1,654
619,"2022-12-30 03:12:15",373,4,268
620,"2022-05-04 09:38:07",373,3,269
621,"2020-10-26 12:12:16",373,4,469
622,"2021-11-05 03:08:22",374,4,208
623,"2022-01-10 23:46:54",374,1,684
624,"2022-04-09 17:33:59",374,1,889
625,"2022-03-30 01:41:57",375,4,849
626,"2022-07-01 20:09:21",376,3,423
627,"2021-08-23 09:38:33",377,3,208
628,"2021-01-25 03:46:35",378,3,775
629,"2020-10-29 10:56:26",379,1,518
630,"2021-06-12 07:51:15",380,2,81
631,"2020-05-14 04:44:07",381,3,533
632,"2021-04-12 21:15:16",381,1,686
633,"2021-05-15 03:11:17",381,3,864
